x,y,yaw,v_x,v_y,omega
0.25,25.0,0.0,4.980184085250615,-0.14248041479065218,-0.1205603509767057
0.49900920426253076,24.992875979260468,-0.0060280175488352855,4.929009906544244,-0.29629178283986024,-0.2691467153005201
0.7453659199055269,24.97657606036281,-0.01948535331386129,4.904408728181244,-0.41858305640289806,-0.4062355325696855
0.990132019131736,24.950872976111974,-0.03979712994234556,4.9260022817670714,-0.49596622859523726,-0.5134675275198767
1.235250471346952,24.916294849596497,-0.0654705063183394,4.961394533534428,-0.5399642122502238,-0.596993827082753
1.4810224024261178,24.87312483033129,-0.09532019767247704,5.000077148668392,-0.5598668858796183,-0.661754557903815
1.7272270672875512,24.82146421615743,-0.12840792556766778,5.0472591372667,-0.5640726669948711,-0.7116719197186621
1.9739007002080906,24.761176358733938,-0.1639915215536009,5.1027384589125155,-0.5579622538124365,-0.7502135684613411
2.221060003097946,24.691999533590963,-0.20150219997666796,5.1514428165523976,-0.5435292199861546,-0.7802075695950215
2.46798156088435,24.613822093985245,-0.24051257845641905,5.204307776440798,-0.5251498895911859,-0.8033323438053265
2.7144523636744324,24.526336964002134,-0.28067919564668536,5.252435860892843,-0.5036311054058586,-0.8213708433763196
2.959821613335714,24.429392401346597,-0.32174773781550137,5.308601128979254,-0.48178735346784335,-0.8353635367136022
3.2040132485457553,24.322603554574805,-0.3635159146511815,5.36359326568586,-0.4591020077305885,-0.8466385206303653
3.44650605993282,24.205793859520714,-0.40584784068269975,5.416787733961534,-0.43609082162897755,-0.8558314319437422
3.6867362356407227,24.078833731613905,-0.44863941227988685,5.468020279798896,-0.41314178208488334,-0.8634091486051988
3.924121153950799,23.94163595342523,-0.4918098697101468,5.517203431597238,-0.39051615021208813,-0.8697259426794068
4.158065763014803,23.794157103033378,-0.5352961668441172,5.604713012366913,-0.31755167099023957,-0.8320376507957276
4.3910022877632,23.637553485658177,-0.5768980493839035,5.672045573756411,-0.27879940425399324,-0.817316073022507
4.621102735921334,23.47118534266235,-0.6177638530350289,5.746775121759378,-0.23068265916367692,-0.7925224125841328
4.848653579277912,23.295352437149788,-0.6573899736642356,5.8346324896972925,-0.16076421967436824,-0.7462120489681298
5.074673582787176,23.11072602632493,-0.694700576112642,5.940119640161041,-0.039420158680341086,-0.6506025873434493
5.301585314966662,22.919081814254362,-0.7272307054798145,6.0418785748644686,0.12466322222042082,-0.5054352384819129
5.531398835527354,22.722905006633145,-0.7525024674039101,6.137564994087933,0.24442240541115395,-0.37610159063396176
5.763766806372981,22.522084833225723,-0.7713075469356082,6.2328694288232125,0.30293100682538615,-0.2826846874174911
5.997773377894574,22.315706550056568,-0.7854417813064828,6.321870978805215,0.38607502547677336,-0.16164304712840422
6.234925929296973,22.105834127241604,-0.793523933662903,6.41507230545712,0.33443201382352583,-0.14197023484529353
6.471802180798549,21.888919086004613,-0.8006224454051677,6.506881592747693,0.2748450155208829,-0.13942868314449175
6.708190313892115,21.66495866507264,-0.8075938795623923,6.595812411447065,0.3433623275620227,-0.04005726895951443
6.948560632972824,21.43851064158268,-0.809596743010368,6.692637502130111,0.29992806112505593,-0.02241579225616544
7.190244036773525,21.206578504376065,-0.8107175326231763,6.785323629974916,0.32882014617294014,0.04903333395823288
7.435907302188851,20.972012077418704,-0.8082658659252646,6.876663511756904,0.34909985138377436,0.12041282463021338
